1.jpg 1814FHL 1814FHL 7 True 100.0 Si 1 1.0 8 1.0 1 1.0 4 1.0 F 1.0 H 1.0 L 1.0 48.95729064941406
2.jpg 4027GPF 4027GPF 7 True 100.0 Si 4 1.0 0 1.0 2 1.0 7 1.0 G 1.0 P 1.0 F 1.0 49.98375153541565
3.jpg 9507U0CR 9507CCR 8 False 99.6321375 Si 9 1.0 5 1.0 0 1.0 7 1.0 U 0.970571 0 1.0 C 1.0 R 1.0 57.13117575645447
4.jpg 3972KVC 3972KWC 7 True 99.92992857142858 Si 3 1.0 9 1.0 7 1.0 2 1.0 K 1.0 V 0.995095 C 1.0 49.963706254959106
5.jpg 3671J0C 3671JDC 7 True 96.59907142857143 Si 3 1.0 6 1.0 7 1.0 1 1.0 J 1.0 0 0.761935 C 1.0 49.99165654182434
6.jpg 6S94KVZ 6594KVZ 7 False 100.0 Si 6 1.0 S 1.0 9 1.0 4 1.0 K 1.0 V 1.0 Z 1.0 49.98260760307312
7.jpg 1296BZL 1296BZL 7 True 100.0 Si 1 1.0 2 1.0 9 1.0 6 1.0 B 1.0 Z 1.0 L 1.0 49.96829581260681
8.jpg 7819HBM 7819HBM 7 True 100.0 Si 7 1.0 8 1.0 1 1.0 9 1.0 H 1.0 B 1.0 M 1.0 49.961023569107056
9.jpg 3843GHJ 3843GHJ 7 True 100.0 Si 3 1.0 8 1.0 4 1.0 3 1.0 G 1.0 H 1.0 J 1.0 49.94724726676941
10.jpg 0S08KVJI 0508KVJ 7 False 99.9948875 Si 0 1.0 S 0.999596 0 1.0 8 1.0 K 1.0 V 1.0 J 1.0 I 0.999995 164.37503480911255
11.jpg 48020FP 4802DFP 7 True 99.99404285714286 Si 4 1.0 8 1.0 0 1.0 2 1.0 0 0.999583 F 1.0 P 1.0 49.98207211494446
12.jpg 5495JGG 5495JGG 7 True 99.99934285714286 Si 5 0.999995 4 1.0 9 1.0 5 0.999959 J 1.0 G 1.0 G 1.0 49.96246027946472
13.jpg 4S47CFN 4547CFN 7 False 98.96140000000001 Si 4 1.0 S 0.927298 4 1.0 7 1.0 C 1.0 F 1.0 N 1.0 49.97582960128784
14.jpg 1183GCM 1183GCW 7 True 99.77091428571428 Si 1 0.983964 1 1.0 8 1.0 3 1.0 G 1.0 C 1.0 M 1.0 49.947731733322144
15.jpg 6116GZG 6116GZG 7 True 100.0 Si 6 1.0 1 1.0 1 1.0 6 1.0 G 1.0 Z 1.0 G 1.0 49.97658109664917
16.jpg 3963JCK 3963JCK 7 True 100.0 Si 3 1.0 9 1.0 6 1.0 3 1.0 J 1.0 C 1.0 K 1.0 49.98229241371155
17.jpg 7616GF0 7616GFD 7 True 99.99698571428571 Si 7 1.0 6 1.0 1 1.0 6 1.0 G 1.0 F 1.0 0 0.999789 49.950284242630005
18.jpg 8423LGZ 8423LGZ 7 True 99.542 Si 8 1.0 4 1.0 2 1.0 3 1.0 L 1.0 G 1.0 Z 0.96794 49.961026191711426
19.jpg 7747DZ0 7747DZD 7 True 99.95382857142856 Si 7 1.0 7 1.0 4 1.0 7 1.0 D 0.996789 Z 1.0 0 0.999979 49.9617555141449
20.jpg 91S3GRY 9193GRY 7 False 100.0 Si 9 1.0 1 1.0 S 1.0 3 1.0 G 1.0 R 1.0 Y 1.0 49.93895602226257
21.jpg 3J39DSX 3539DSX 7 False 100.0 Si 3 1.0 J 1.0 3 1.0 9 1.0 D 1.0 S 1.0 X 1.0 49.958343505859375
22.jpg 7770KDJ 7770KDJ 7 True 99.99998571428571 Si 7 1.0 7 1.0 7 1.0 0 1.0 K 1.0 D 0.999999 J 1.0 49.965460538864136
23.jpg 8461F0M 8461FDM 7 True 100.0 Si 8 1.0 4 1.0 6 1.0 1 1.0 F 1.0 0 1.0 M 1.0 49.947664737701416
24.jpg 824S2LSZ 2452LSZ 8 False 99.95857500000001 Si 8 0.996686 2 1.0 4 1.0 S 1.0 2 1.0 L 1.0 S 1.0 Z 1.0 56.86027264595032
25.jpg 0WI50HZ 0450HZB 7 False 100.0 Si 0 1.0 W 1.0 I 1.0 5 1.0 0 1.0 H 1.0 Z 1.0 49.73414611816406
26.jpg 73L7LMT 7347LMT 7 False 100.0 Si 7 1.0 3 1.0 L 1.0 7 1.0 L 1.0 M 1.0 T 1.0 49.72502160072327
27.jpg BA2044V BA2044W 7 True 100.0 Si B 1.0 A 1.0 2 1.0 0 1.0 4 1.0 4 1.0 V 1.0 49.74854826927185
28.jpg  1984HWG  False  No
29.jpg I9267GPK 9267GPK 8 True 99.999025 Si I 0.999979 9 1.0 2 1.0 6 1.0 7 1.0 G 1.0 P 0.999943 K 1.0 56.47029733657837
30.jpg BA5394M BA5394W 7 True 100.0 Si B 1.0 A 1.0 5 1.0 3 1.0 9 1.0 4 1.0 M 1.0 49.74774885177612
31.jpg 7445JFJ 2445JFJ 7 True 99.78565714285715 Si 7 0.984996 4 1.0 4 1.0 5 1.0 J 1.0 F 1.0 J 1.0 49.751720905303955
32.jpg 7843HKP 7843HKP 7 True 100.0 Si 7 1.0 8 1.0 4 1.0 3 1.0 H 1.0 K 1.0 P 1.0 49.745094537734985
33.jpg S266HGR 5266HGR 7 False 98.63695714285716 Si S 0.999829 2 1.0 6 1.0 6 1.0 H 1.0 G 1.0 R 0.904758 99.76781034469604
34.jpg  M7848ZU  False  No
35.jpg 76S4JHL 2652JHD 7 False 99.99132857142857 Si 7 1.0 6 1.0 S 0.999411 4 0.999982 J 1.0 H 1.0 L 1.0 49.387362241744995
36.jpg 7013HPP1 7013HPP 8 False 99.9655625 Si 7 1.0 0 1.0 1 1.0 3 1.0 H 1.0 P 1.0 P 1.0 1 0.997245 56.855475425720215
37.jpg  4072JHT  False  No
38.jpg 2648BMN 2648BWM 7 True 99.9922 Si 2 1.0 6 1.0 4 1.0 8 1.0 B 1.0 M 1.0 N 0.999454 49.38123035430908
39.jpg 3183JNT 3183JNT 7 True 100.0 Si 3 1.0 1 1.0 8 1.0 3 1.0 J 1.0 N 1.0 T 1.0 49.71976089477539
40.jpg 9ZC36HY 9256HWN 7 False 93.17528571428572 Si 9 1.0 Z 0.999737 C 0.996724 3 0.525809 6 1.0 H 1.0 Y 1.0 49.740299701690674
41.jpg 7L0WF3CJFCM 2959FCW 11 False 96.52501818181818 Si 7 0.999997 L 0.999998 0 0.979462 W 1.0 F 1.0 3 0.639208 C 1.0 J 1.0 F 1.0 C 1.0 M 0.999087 78.31066131591797
42.jpg Q015FSV 9915FSV 7 False 97.57567142857143 Si Q 0.913224 0 0.917073 1 1.0 5 1.0 F 1.0 S 1.0 V 1.0 49.72235608100891
43.jpg 6S51GVS 6551GVS 7 False 98.99484285714286 Si 6 1.0 S 0.929715 5 0.999924 1 1.0 G 1.0 V 1.0 S 1.0 49.71668553352356
44.jpg  8475FCM  False  No
45.jpg 6599GNS 6599GNS 7 True 97.35857142857142 Si 6 1.0 5 0.8151 9 1.0 9 1.0 G 1.0 N 1.0 S 1.0 49.38272762298584
46.jpg  8193KTY  False  No
47.jpg 52390ZD 6239DZD 7 True 99.44994285714286 Si 5 0.97051 2 1.0 3 1.0 9 1.0 0 1.0 Z 1.0 D 0.990986 49.367148637771606
48.jpg M0669KK 0669KKH 7 False 99.99821428571428 Si M 0.999875 0 1.0 6 1.0 6 1.0 9 1.0 K 1.0 K 1.0 99.77025365829468
49.jpg 6329JCT 6329JCT 7 True 100.0 Si 6 1.0 3 1.0 2 1.0 9 1.0 J 1.0 C 1.0 T 1.0 49.75119996070862
50.jpg WJ10HJR 8910HJR 7 False 99.99491428571429 Si W 0.999644 J 1.0 1 1.0 0 1.0 H 1.0 J 1.0 R 1.0 49.76157474517822
51.jpg 9858B0T 9858BPT 7 True 99.99692857142858 Si 9 1.0 8 1.0 5 1.0 8 1.0 B 1.0 0 0.999785 T 1.0 49.83190155029297
52.jpg  7359JYF  False  No
53.jpg 08658KC 0865BKC 7 False 98.18112857142857 Si 0 1.0 8 1.0 6 1.0 5 1.0 8 0.872679 K 1.0 C 1.0 49.45883226394653
54.jpg S813JZB 5813JZB 7 False 100.0 Si S 1.0 8 1.0 1 1.0 3 1.0 J 1.0 Z 1.0 B 1.0 49.794394731521606
55.jpg 8619FRB 8619FRB 7 True 100.0 Si 8 1.0 6 1.0 1 1.0 9 1.0 F 1.0 R 1.0 B 1.0 49.795989990234375
56.jpg 2202JVM 2202JVM 7 True 100.0 Si 2 1.0 2 1.0 0 1.0 2 1.0 J 1.0 V 1.0 M 1.0 49.796974182128906
57.jpg S704CLC 5704CLC 7 False 99.9987857142857 Si S 0.999915 7 1.0 0 1.0 4 1.0 C 1.0 L 1.0 C 1.0 49.69576573371887
58.jpg 3536GNT 3536GNT 7 True 100.0 Si 3 1.0 5 1.0 3 1.0 6 1.0 G 1.0 N 1.0 T 1.0 49.77889084815979
59.jpg CC6260T CC6260T 7 True 98.19494285714285 Si C 1.0 C 1.0 6 1.0 2 0.873646 6 1.0 0 1.0 T 1.0 49.76867389678955
60.jpg 1312BMF 1312BMF 7 True 100.0 Si 1 1.0 3 1.0 1 1.0 2 1.0 B 1.0 M 1.0 F 1.0 49.78601026535034
61.jpg  0390JPW  False  No
62.jpg CC8852P CC8852P 7 True 99.96244285714286 Si C 1.0 C 1.0 8 1.0 8 1.0 5 1.0 2 1.0 P 0.997371 49.36177730560303
63.jpg CC0556T CC0556T 7 True 99.9979857142857 Si C 1.0 C 1.0 0 1.0 5 0.999859 5 1.0 6 1.0 T 1.0 49.793331146240234
64.jpg 93CIKVF 9307KMF 7 False 99.99974285714286 Si 9 1.0 3 1.0 C 1.0 I 0.999982 K 1.0 V 1.0 F 1.0 49.79283666610718
65.jpg CC8394U CC8394U 7 True 100.0 Si C 1.0 C 1.0 8 1.0 3 1.0 9 1.0 4 1.0 U 1.0 49.78126835823059
66.jpg 7903FCH 7903FCH 7 True 100.0 Si 7 1.0 9 1.0 0 1.0 3 1.0 F 1.0 C 1.0 H 1.0 49.784581899642944
