1.jpg 1814FHL 1814FHL 7 True 99.87565714285714 Si 1 0.992965 8 0.999997 1 0.998338 4 1.0 F 0.999999 H 0.999999 L 0.999998 49.088401079177856
2.jpg 4027GPF 4027GPF 7 True 99.98852857142857 Si 4 1.0 0 0.999387 2 1.0 7 1.0 G 0.999901 P 0.999985 F 0.999924 50.10318684577942
3.jpg 9507CCR 9507CCR 7 True 99.99548571428572 Si 9 1.0 5 0.999992 0 0.999735 7 0.999972 C 0.999999 C 0.999999 R 0.999987 50.10040354728699
4.jpg 3972KWC 3972KWC 7 True 99.99928571428572 Si 3 1.0 9 1.0 7 0.999999 2 1.0 K 0.999994 W 0.999957 C 1.0 50.090993881225586
5.jpg 3671JDC 3671JDC 7 True 99.05338571428571 Si 3 1.0 6 0.999022 7 0.999999 1 0.934733 J 1.0 D 0.999984 C 0.999999 50.10722255706787
6.jpg 6594KVZ 6594KVZ 7 True 99.7946 Si 6 0.998888 5 0.99987 9 1.0 4 1.0 K 0.999984 V 0.986887 Z 0.999993 50.11279249191284
7.jpg 1296BZL 1296BZL 7 True 99.521 Si 1 0.969377 2 1.0 9 1.0 6 0.997422 B 0.999695 Z 0.999994 L 0.999982 50.09459686279297
8.jpg 7819HBM 7819HBM 7 True 99.44905714285716 Si 7 0.999998 8 1.0 1 0.963058 9 1.0 H 0.999997 B 0.998382 M 0.999999 50.1028048992157
9.jpg 3843GHJ 3843GHJ 7 True 99.99998571428571 Si 3 1.0 8 1.0 4 1.0 3 1.0 G 1.0 H 0.999999 J 1.0 50.095505237579346
10.jpg 0508KVJ 0508KVJ 7 True 99.94621428571428 Si 0 0.999493 5 0.99956 0 0.999471 8 1.0 K 0.999966 V 0.997745 J 1.0 107.44050097465515
11.jpg 4802DFP 4802DFP 7 True 99.99202857142856 Si 4 1.0 8 1.0 0 0.999476 2 1.0 D 0.999988 F 0.999985 P 0.999993 50.089065074920654
12.jpg 5495JGG 5495JGG 7 True 99.99434285714285 Si 5 0.999803 4 1.0 9 1.0 5 0.999801 J 1.0 G 1.0 G 1.0 50.10190391540527
13.jpg 4547CFN 4547CFN 7 True 99.98652857142858 Si 4 1.0 5 0.999676 4 1.0 7 0.999998 C 0.999999 F 0.999391 N 0.999993 50.07843232154846
14.jpg 1183GCW 1183GCW 7 True 96.33185714285713 Si 1 0.8824 1 0.861196 8 1.0 3 1.0 G 0.999992 C 0.999999 W 0.999643 50.090904712677
15.jpg 6116GZG 6116GZG 7 True 97.55927142857142 Si 6 0.999047 1 0.965121 1 0.867149 6 0.998346 G 1.0 Z 0.999487 G 0.999999 50.095457553863525
16.jpg 3963JCK 3963JCK 7 True 99.9747 Si 3 1.0 9 1.0 6 0.998343 3 1.0 J 1.0 C 0.999999 K 0.999887 50.09429407119751
17.jpg 7616GFD 7616GFD 7 True 99.85615714285714 Si 7 0.999998 6 0.99846 1 0.993174 6 0.998342 G 1.0 F 0.999975 D 0.999982 50.08663558959961
18.jpg 8423LGL 8423LGZ 7 True 98.05645714285714 Si 8 0.999999 4 1.0 2 0.999239 3 1.0 L 0.999997 G 1.0 L 0.864717 50.05768156051636
19.jpg 7747DZD 7747DZD 7 True 99.99497142857143 Si 7 0.999999 7 0.999998 4 1.0 7 0.999999 D 0.999979 Z 0.999753 D 0.99992 50.063034534454346
20.jpg 91S3GRY 9193GRY 7 False 99.4594 Si 9 1.0 1 0.991706 S 0.974349 3 1.0 G 0.999999 R 1.0 Y 0.996104 50.079306840896606
21.jpg 3539DSX 3539DSX 7 True 99.98037142857143 Si 3 1.0 5 0.999945 3 1.0 9 1.0 D 0.999964 S 0.998717 X 1.0 50.10196256637573
22.jpg 7770KDJ 7770KDJ 7 True 99.99601428571428 Si 7 1.0 7 0.999998 7 0.999998 0 0.999803 K 0.999993 D 0.999929 J 1.0 50.09678244590759
23.jpg 8461FDM 8461FDM 7 True 98.87314285714285 Si 8 1.0 4 1.0 6 0.998853 1 0.92231 F 0.999979 D 0.999981 M 0.999997 50.086490869522095
24.jpg P2452LSZ 2452LSZ 8 True 92.8208875 Si P 0.42621 2 0.999997 4 1.0 5 0.999922 2 1.0 L 0.999999 S 0.999548 Z 0.999995 57.01999831199646
25.jpg 0WI50HZ 0450HZB 7 False 98.96529999999998 Si 0 0.999734 W 0.967695 I 0.961869 5 0.999757 0 0.999314 H 0.999998 Z 0.999204 49.86262917518616
26.jpg 7347LMT 7347LMT 7 True 99.99954285714284 Si 7 1.0 3 1.0 4 1.0 7 1.0 L 0.999998 M 0.999972 T 0.999998 49.88298583030701
27.jpg BA2044W BA2044W 7 True 99.93567142857141 Si B 0.999884 A 0.99818 2 0.99808 0 0.999367 4 1.0 4 1.0 W 0.999986 49.88073801994324
28.jpg 1984HWG 1984HWG 7 True 99.80812857142857 Si 1 0.986579 9 1.0 8 1.0 4 1.0 H 0.999997 W 0.999993 G 1.0 49.88090229034424
29.jpg I9267GPK 9267GPK 8 True 99.6806875 Si I 0.991236 9 0.999747 2 0.999992 6 0.995704 7 0.988931 G 0.999982 P 0.998918 K 0.999945 57.04510235786438
30.jpg BA5394W BA5394W 7 True 99.36315714285715 Si B 0.993403 A 0.999936 5 0.999922 3 1.0 9 1.0 4 1.0 W 0.96216 49.87141418457031
31.jpg 7445JFJ 2445JFJ 7 True 96.75215714285716 Si 7 0.772862 4 1.0 4 1.0 5 0.99999 J 1.0 F 0.999799 J 1.0 49.87778401374817
32.jpg 7843HKP 7843HKP 7 True 99.95695714285714 Si 7 0.999929 8 1.0 4 1.0 3 1.0 H 0.999749 K 0.997314 P 0.999995 49.87607669830322
33.jpg 5266HGR 5266HGR 7 True 99.31128571428572 Si 5 0.99976 2 0.999999 6 0.998149 6 0.997272 H 0.999999 G 1.0 R 0.956611 49.87847876548767
34.jpg  M7848ZU  False  No
35.jpg 265LJHL 2652JHD 7 False 94.36867142857143 Si 2 0.694886 6 0.99843 5 0.999963 L 0.922266 J 1.0 H 0.999998 L 0.990264 49.53652286529541
36.jpg 7013HPPI 7013HPP 8 False 91.2333375 Si 7 0.999996 0 0.99277 1 0.856011 3 1.0 H 0.999996 P 0.999923 P 0.999959 I 0.450012 57.03767728805542
37.jpg  4072JHT  False  No
38.jpg 2648BWM 2648BWM 7 True 99.39225714285715 Si 2 1.0 6 0.998788 4 1.0 8 1.0 B 0.995256 W 0.999476 M 0.963938 49.53638291358948
39.jpg 3183JNT 3183JNT 7 True 99.73502857142857 Si 3 1.0 1 0.981487 8 1.0 3 1.0 J 1.0 N 0.99999 T 0.999975 49.872140407562256
40.jpg 92LJ6HWF 9256HWN 8 False 88.91687499999999 Si 9 1.0 2 0.99977 L 0.717633 J 0.610093 6 0.998871 H 0.999998 W 0.988231 F 0.798754 57.04015493392944
41.jpg 2959FCW 2959FCW 7 True 99.9994142857143 Si 2 1.0 9 1.0 5 0.999997 9 1.0 F 0.999991 C 0.999993 W 0.999978 49.88007473945618
42.jpg 0015FSV 9915FSV 7 True 98.47550000000001 Si 0 0.959403 0 0.985572 1 0.996563 5 0.999973 F 0.999981 S 0.997738 V 0.954055 49.874966621398926
43.jpg 6551GVS 6551GVS 7 True 99.7618142857143 Si 6 0.99852 5 0.999604 5 0.999781 1 0.986803 G 0.999997 V 0.999364 S 0.999258 49.87390446662903
44.jpg  8475FCM  False  No
45.jpg 6599GNS 6599GNS 7 True 99.79988571428571 Si 6 0.998966 5 0.999964 9 1.0 9 1.0 G 0.999956 N 0.999919 S 0.987187 49.519532680511475
46.jpg  8193KTY  False  No
47.jpg 5239DZD 6239DZD 7 True 91.87255714285715 Si 5 0.432554 2 1.0 3 1.0 9 1.0 D 0.999559 Z 0.999005 D 0.999961 49.52037286758423
48.jpg M0669KKI 0669KKH 7 True 97.46447500000001 Si M 0.888999 0 0.93775 6 0.999278 6 0.998312 9 1.0 K 0.996989 K 0.998067 I 0.977763 107.2238097190857
49.jpg 6329JCT 6329JCT 7 True 99.9747142857143 Si 6 0.998245 3 1.0 2 1.0 9 1.0 J 1.0 C 0.999996 T 0.999989 49.882298946380615
50.jpg 2010HJR 8910HJR 7 True 98.83347142857143 Si 2 0.965562 0 0.957608 1 0.995653 0 0.999734 H 0.999999 J 1.0 R 0.999787 49.87317991256714
51.jpg 9858BDT 9858BPT 7 True 99.95422857142856 Si 9 1.0 8 0.999234 5 0.999911 8 1.0 B 0.997846 D 0.999813 T 0.999992 49.91931104660034
52.jpg  7359JYF  False  No
53.jpg 0865BKC 0865BKC 7 True 99.7101 Si 0 0.998991 8 1.0 6 0.9993 5 0.996225 B 0.986127 K 0.999173 C 0.999891 49.62091088294983
54.jpg 5U13JZB 5813JZB 7 False 96.4931142857143 Si 5 0.999898 U 0.806868 1 0.947997 3 1.0 J 1.0 Z 0.999912 B 0.999843 49.89578652381897
55.jpg 8619FRB 8619FRB 7 True 99.7975142857143 Si 8 0.999999 6 0.998511 1 0.987538 9 1.0 F 0.999994 R 0.999981 B 0.999803 49.90675497055054
56.jpg 72LIJVN 2202JVM 7 False 86.70545714285716 Si 7 0.706713 2 0.99997 L 0.999969 I 0.860058 J 1.0 V 0.920299 N 0.582373 49.92605519294739
57.jpg 5704CLC 5704CLC 7 True 99.98607142857142 Si 5 0.999983 7 0.999993 0 0.999736 4 1.0 C 1.0 L 0.999313 C 1.0 49.919477462768555
58.jpg 3536GNT 3536GNT 7 True 99.97602857142857 Si 3 1.0 5 0.999966 3 1.0 6 0.999693 G 0.999079 N 0.999591 T 0.999993 49.900585412979126
59.jpg CC6260T CC6260T 7 True 98.86877142857143 Si C 1.0 C 0.999999 6 0.999685 2 0.921838 6 0.999632 0 0.999664 T 0.999996 49.89678359031677
60.jpg 1312BMF 1312BMF 7 True 93.7590857142857 Si 1 0.876942 3 1.0 1 0.686347 2 1.0 B 0.999877 M 0.999991 F 0.999979 49.903504371643066
61.jpg I7C3JDW 0390JPW 7 False 94.37224285714285 Si I 0.970483 7 0.693699 C 0.941901 3 1.0 J 1.0 D 0.999991 W 0.999983 49.91982841491699
62.jpg CC8852P CC8852P 7 True 99.98899999999999 Si C 1.0 C 0.999999 8 1.0 8 1.0 5 0.999721 2 1.0 P 0.99951 49.93586826324463
63.jpg CC0556T CC0556T 7 True 99.95930000000001 Si C 0.999996 C 0.999983 0 0.99912 5 0.999533 5 0.999866 6 0.998667 T 0.999986 49.94443869590759
64.jpg 93LIKWF 9307KMF 7 False 92.64695714285715 Si 9 1.0 3 1.0 L 0.985943 I 0.991856 K 0.991465 W 0.516078 F 0.999945 49.91693997383118
65.jpg CC8394U CC8394U 7 True 99.99875714285714 Si C 0.999995 C 0.999993 8 1.0 3 1.0 9 1.0 4 0.999977 U 0.999948 49.91894292831421
