1.jpg 1814FHL 1814FHL 7 True 99.98654285714285 Si 1 0.999755 8 1.0 1 0.999311 4 1.0 F 0.999996 H 0.999999 L 0.999997 50.04888415336609
2.jpg 4027GPF 4027GPF 7 True 99.99289999999999 Si 4 1.0 0 1.0 2 1.0 7 1.0 G 0.999517 P 0.999992 F 0.999994 50.08572340011597
3.jpg 9507CCR 9507CCR 7 True 99.99918571428572 Si 9 0.999998 5 1.0 0 1.0 7 0.999999 C 0.999997 C 0.999996 R 0.999953 50.06307291984558
4.jpg 3972KWC 3972KWC 7 True 99.9987 Si 3 1.0 9 1.0 7 1.0 2 1.0 K 0.999992 W 0.999917 C 1.0 50.07936096191406
5.jpg 3671JDC 3671JDC 7 True 99.74527142857143 Si 3 1.0 6 0.999988 7 1.0 1 0.982728 J 1.0 D 0.999454 C 0.999999 50.10109543800354
6.jpg 6594KVZ 6594KVZ 7 True 99.99642857142857 Si 6 0.99997 5 0.999909 9 1.0 4 1.0 K 0.999964 V 0.999991 Z 0.999916 50.10497713088989
7.jpg 1296BZL 1296BZL 7 True 99.93884285714286 Si 1 0.997631 2 1.0 9 1.0 6 0.999991 B 0.999992 Z 0.999872 L 0.998233 50.080974817276
8.jpg 7819HBM 7819HBM 7 True 99.97162857142857 Si 7 1.0 8 1.0 1 0.99802 9 0.999999 H 1.0 B 0.999996 M 0.999999 50.08557200431824
9.jpg 3843GHJ 3843GHJ 7 True 99.99998571428571 Si 3 1.0 8 1.0 4 1.0 3 1.0 G 1.0 H 1.0 J 0.999999 50.079548835754395
10.jpg 0508KVJ 0508KVJ 7 True 99.99855714285715 Si 0 1.0 5 0.999967 0 1.0 8 1.0 K 0.99994 V 0.999992 J 1.0 50.079054832458496
11.jpg 4802DFP 4802DFP 7 True 99.99697142857144 Si 4 1.0 8 1.0 0 1.0 2 1.0 D 0.999795 F 0.999996 P 0.999997 50.098201751708984
12.jpg 5495JGG 5495JGG 7 True 99.99862857142857 Si 5 0.999968 4 1.0 9 1.0 5 0.999936 J 1.0 G 1.0 G 1.0 50.096771478652954
13.jpg 4547CFN 4547CFN 7 True 99.99954285714286 Si 4 1.0 5 0.999983 4 1.0 7 0.999999 C 0.999992 F 0.999995 N 0.999999 50.09684181213379
14.jpg 1183GCW 1183GCW 7 True 99.04557142857142 Si 1 0.980357 1 0.952885 8 1.0 3 1.0 G 0.999979 C 0.999997 W 0.999972 50.09388875961304
15.jpg 6116GZG 6116GZG 7 True 99.56395714285713 Si 6 0.999991 1 0.982259 1 0.988029 6 0.99999 G 0.999999 Z 0.999211 G 0.999998 50.1026132106781
16.jpg 3963JCK 3963JCK 7 True 99.99912857142857 Si 3 1.0 9 1.0 6 0.999975 3 1.0 J 1.0 C 1.0 K 0.999964 50.09526824951172
17.jpg 7616GFD 7616GFD 7 True 99.99658571428573 Si 7 1.0 6 0.999991 1 0.999955 6 0.999986 G 1.0 F 0.999992 D 0.999837 50.101611614227295
18.jpg CC8969N CC8969N 7 True 99.99967142857143 Si C 0.999998 C 0.999998 8 1.0 9 1.0 6 0.999988 9 1.0 N 0.999993 49.68837642669678
19.jpg 7747DZD 7747DZD 7 True 99.61061428571429 Si 7 0.999999 7 1.0 4 1.0 7 1.0 D 0.982368 Z 0.997754 D 0.992622 50.054189920425415
20.jpg 91S3GRY 9193GRY 7 False 99.98057142857142 Si 9 1.0 1 0.998945 S 0.999836 3 1.0 G 1.0 R 1.0 Y 0.999859 50.08948040008545
21.jpg 3539DSX 3539DSX 7 True 99.99900000000001 Si 3 1.0 5 0.999996 3 1.0 9 1.0 D 0.999959 S 0.999975 X 1.0 50.082422971725464
22.jpg 7770KDJ 7770KDJ 7 True 99.99149999999999 Si 7 1.0 7 1.0 7 1.0 0 1.0 K 0.999984 D 0.999421 J 1.0 50.10115146636963
23.jpg 8461FDM 8461FDM 7 True 99.58117142857141 Si 8 1.0 4 1.0 6 0.999985 1 0.970872 F 0.999969 D 0.999857 M 0.999999 50.09374952316284
24.jpg A2452LSZ 2452LSZ 8 True 99.2150125 Si A 0.937537 2 1.0 4 1.0 5 0.999719 2 1.0 L 0.999995 S 0.999997 Z 0.999953 56.936524391174316
25.jpg 1613JVC 1613JVC 7 True 99.94374285714287 Si 1 0.9981 6 0.999985 1 0.998028 3 1.0 J 1.0 V 0.999986 C 0.999963 49.73457384109497
26.jpg 7347LMT 7347LMT 7 True 99.99832857142856 Si 7 1.0 3 1.0 4 1.0 7 1.0 L 0.999992 M 0.999891 T 1.0 49.765947341918945
27.jpg BA2044W BA2044W 7 True 93.55521428571429 Si B 0.99978 A 0.99779 2 0.999998 0 0.551444 4 1.0 4 1.0 W 0.999853 49.81605863571167
28.jpg 1984HWG 1984HWG 7 True 99.98745714285714 Si 1 0.999269 9 1.0 8 1.0 4 1.0 H 1.0 W 0.999853 G 1.0 49.73748469352722
29.jpg 19267GPK 9267GPK 8 False 99.350525 Si 1 0.966333 9 0.99565 2 0.999985 6 0.999222 7 0.994185 G 1.0 P 0.992938 K 0.999729 56.96783900260925
30.jpg BA5394W BA5394W 7 True 99.80152857142858 Si B 1.0 A 0.999843 5 0.999995 3 1.0 9 0.999998 4 0.999995 W 0.986276 49.77604389190674
31.jpg 2445JFJ 2445JFJ 7 True 99.99562857142857 Si 2 1.0 4 1.0 4 1.0 5 0.999991 J 1.0 F 0.999703 J 1.0 49.778602838516235
32.jpg 7843HKP 7843HKP 7 True 99.99942857142857 Si 7 0.999996 8 1.0 4 1.0 3 1.0 H 1.0 K 0.999968 P 0.999996 49.78365516662598
33.jpg 5266HGR 5266HGR 7 True 99.70840000000001 Si 5 0.999889 2 1.0 6 0.999949 6 0.999989 H 0.999996 G 0.999995 R 0.97977 49.801379919052124
34.jpg 7029LSY 7029LSY 7 True 99.73105714285714 Si 7 0.999993 0 1.0 2 1.0 9 0.999999 L 0.999998 S 0.98311 Y 0.998074 49.77740812301636
35.jpg Z0488FMY 0488FMY 8 True 93434 Si Z 0.47508 0 0.999995 4 1.0 8 1.0 8 1.0 F 0.999985 M 1.0 Y 0.99966 56.96736121177673
36.jpg 7013HPP 7013HPP 7 True 99.9443 Si 7 0.999995 0 1.0 1 0.996205 3 1.0 H 1.0 P 0.999904 P 0.999997 107.17496061325073
37.jpg 6670GWW 6670GWW 7 True 99.99700000000001 Si 6 0.999983 6 0.999969 7 1.0 0 1.0 G 1.0 W 0.999949 W 0.999889 49.76025867462158
38.jpg 2648BWM 2648BWM 7 True 99.99964285714286 Si 2 1.0 6 0.999986 4 1.0 8 1.0 B 0.999999 W 0.999994 M 0.999996 49.80453896522522
39.jpg 3183JNT 3183JNT 7 True 99.99931428571429 Si 3 1.0 1 0.999953 8 1.0 3 1.0 J 0.999999 N 1.0 T 1.0 49.81093382835388
40.jpg 4231LFP 4231LFP 7 True 99.99615714285713 Si 4 1.0 2 1.0 3 1.0 1 0.999897 L 0.999999 F 0.999961 P 0.999874 49.773123025894165
41.jpg 2959FCW 2959FCW 7 True 99.99397142857144 Si 2 1.0 9 1.0 5 0.999998 9 0.999615 F 0.999976 C 0.999997 W 0.999992 49.799914598464966
42.jpg 4000LLZ 4000LLZ 7 True 99.77572857142857 Si 4 1.0 0 1.0 0 1.0 0 1.0 L 0.999993 L 0.999996 Z 0.984312 49.80899977684021
43.jpg 6551GVS 6551GVS 7 True 99.99022857142856 Si 6 0.999977 5 0.999997 5 0.999997 1 0.999486 G 0.99999 V 0.999998 S 0.999871 49.801796674728394
44.jpg 7003KHD 7003KHD 7 True 99.99825714285716 Si 7 0.999992 0 0.999997 0 1.0 3 1.0 K 0.999926 H 0.999999 D 0.999964 49.80672764778137
45.jpg I0599GNS 6599GNS 8 True 99.81106249999999 Si I 0.988641 0 0.998007 5 0.999976 9 0.999993 9 0.999999 G 0.99885 N 0.999999 S 0.99942 56.966472148895264
46.jpg 8193KTY 8193KTY 7 True 99.99217142857142 Si 8 1.0 1 0.999512 9 0.999999 3 1.0 K 0.999962 T 1.0 Y 0.999979 49.7910099029541
47.jpg 5315KPG 5315KPG 7 True 99.9806857142857 Si 5 0.999993 3 1.0 1 0.998692 5 0.999977 K 0.999988 P 0.999998 G 1.0 49.83343863487244
48.jpg 0669KKH 0669KKH 7 True 99.24491428571429 Si 0 0.999998 6 0.966906 6 0.999995 9 0.980621 K 0.999695 K 0.999929 H 1.0 99.96394300460815
49.jpg 6329JCT 6329JCT 7 True 99.99978571428571 Si 6 0.999988 3 1.0 2 1.0 9 0.999999 J 0.999999 C 0.999999 T 1.0 49.79834842681885
50.jpg 18910HJR 8910HJR 8 False 91.774075 Si 1 0.34371 8 1.0 9 0.999998 1 0.998413 0 1.0 H 0.999999 J 0.999997 R 0.999809 56.96471285820007
51.jpg 2333JTV 2333JTV 7 True 99.99998571428571 Si 2 1.0 3 1.0 3 1.0 3 1.0 J 1.0 T 0.999999 V 1.0 49.98242688179016
52.jpg 3454CVX 3454CVX 7 True 98.69811428571428 Si 3 1.0 4 0.999951 5 0.999822 4 0.923547 C 0.999992 V 0.988302 X 0.997254 50.07902121543884
53.jpg 0865BKC 0865BKC 7 True 97.04385714285714 Si 0 0.999987 8 1.0 6 0.999926 5 0.999724 B 0.793506 K 0.999966 C 0.999961 100.0169427394867
54.jpg 5013JZB 5813JZB 7 True 97.5576142857143 Si 5 0.999995 0 0.832373 1 0.996935 3 1.0 J 0.999998 Z 0.999735 B 0.999997 49.89678335189819
55.jpg 8619FRB 8619FRB 7 True 99.9859 Si 8 1.0 6 0.999993 1 0.999086 9 1.0 F 0.99999 R 0.999957 B 0.999987 49.91238880157471
56.jpg 20837FF 0837FLB 7 False 93.29595714285715 Si 2 0.53112 0 1.0 8 1.0 3 1.0 7 0.999998 F 0.999999 F 0.9996 100.22971749305725
57.jpg 5704CLC 5704CLC 7 True 99.99961428571427 Si 5 0.999997 7 1.0 0 1.0 4 1.0 C 0.999997 L 0.999981 C 0.999998 49.88619542121887
58.jpg 3536GNT 3536GNT 7 True 99.98571428571428 Si 3 1.0 5 0.999996 3 1.0 6 0.999978 G 0.999029 N 0.999999 T 0.999998 49.87059760093689
59.jpg CC6260T CC6260T 7 True 99.99961428571427 Si C 0.999997 C 0.999999 6 0.99999 2 1.0 6 0.999988 0 1.0 T 0.999999 49.87953162193298
60.jpg 1312BMF 1312BMF 7 True 98.79451428571429 Si 1 0.996916 3 1.0 1 0.918805 2 1.0 B 0.999997 M 0.999907 F 0.999991 49.87835693359375
61.jpg 3136LCH 3136LCH 7 True 99.99207142857144 Si 3 1.0 1 0.999495 3 1.0 6 0.999985 L 0.999969 C 0.999996 H 1.0 50.107924699783325
62.jpg CC8852P CC8852P 7 True 99.9989 Si C 0.999997 C 0.999993 8 1.0 8 1.0 5 0.999934 2 1.0 P 0.999999 49.89126753807068
63.jpg CC0556T CC0556T 7 True 99.98612857142855 Si C 0.99997 C 0.999959 0 0.999843 5 0.999853 5 0.999844 6 0.99967 T 0.99989 49.886677265167236
